year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
1998,12,,SATYAPAL SINGH YADAV,BJP,M,,Food and Consumer Affairs,MoS,19-03-1998,13-10-1999,Lok Sabha,SHAHJAHANPUR,12_Uttar_Pradesh_14_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term,0,
2009,15,16,SAUGATA RAY,AITC,M,,Urban Development,MoS,28-05-2009,22-09-2012,Lok Sabha,DUM DUM,15_West_Bengal_16_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,,mid_term,mid_term,0,
2004,14,,SHAKEEL AHMED,INC,M,,Communications and Information Technology,MoS,22-05-2004,06-04-2008,Lok Sabha,MADHUBANI,14_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term,0,
2004,14,,SHAKEEL AHMED,INC,M,,Home Affairs,MoS,06-04-2008,22-05-2009,Lok Sabha,MADHUBANI,14_Bihar_13_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
1990,9,,SHAKEELUR RAHMAN,JD,M,,Health and Family Welfare,CM,21-11-1990,20-02-1991,Lok Sabha,DARBHANGA,9_Bihar_15_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1538.pdf,,mid_term,mid_term,0,
2004,14,,SHANKARSINH VAGHELA,INC,M,,Textiles,CM,22-05-2004,22-05-2009,Lok Sabha,KAPADVANJ,14_Gujarat_16_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,1,Son Mahendrasingh Vaghela is a member of the Gujarat Legislative Assembly
1999,13,,SHANTA KUMAR,BJP,M,,Consumer Affairs and Public Distribution,CM,13-10-1999,01-07-2002,Lok Sabha,KANGRA,13_Himachal_Pradesh_3_0_1,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,start_of_term,mid_term,0,
1999,13,,SHANTA KUMAR,BJP,M,,Rural Development,CM,01-07-2002,07-04-2003,Lok Sabha,KANGRA,13_Himachal_Pradesh_3_0_1,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1715.pdf,,mid_term,mid_term,0,
1991,10,,SHANTARAM POTDUKHE,INC,M,,Finance,MoS,21-06-1991,17-01-1993,Lok Sabha,CHANDRAPUR,10_Maharashtra_26_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,0,
1990,9,,SHANTILAL PURUSHOTTAMDAS PATEL,JD,M,,Commerce,DM,21-11-1990,25-04-1991,Lok Sabha,DURG,9_Madhya_Pradesh_21_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1540.pdf,,mid_term,mid_term,,
1991,10,,SHARAD PAWAR,INC,M,UC,Defence,CM,26-06-1991,05-03-1993,Lok Sabha,BARAMATI,10_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1545.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1557.pdf,,start_of_term,mid_term,1,Daughter Supriya Sule is a Lok Sabha MP
1999,13,,SHARAD PAWAR,NCP,M,UC,Civil Aviation,CM,13-10-1999,01-09-2001,Lok Sabha,BARAMATI,13_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,start_of_term,mid_term,1,Daughter Supriya Sule is a Lok Sabha MP
1999,13,,SHARAD PAWAR,NCP,M,UC,Labour,CM,01-09-2001,01-07-2002,Lok Sabha,BARAMATI,13_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,mid_term,mid_term,1,Daughter Supriya Sule is a Lok Sabha MP
1999,13,,SHARAD PAWAR,NCP,M,UC,Consumer Affairs and Public Distribution,CM,01-07-2002,22-05-2004,Lok Sabha,BARAMATI,13_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,1,Daughter Supriya Sule is a Lok Sabha MP
2004,14,,SHARAD PAWAR,NCP,M,UC,"Consumer Affairs, Food and Public Distribution",CM,22-05-2004,22-05-2009,Lok Sabha,BARAMATI,14_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,1,Daughter Supriya Sule is a Lok Sabha MP
2004,14,,SHARAD PAWAR,NCP,M,UC,Agriculture,CM,22-05-2004,22-05-2009,Lok Sabha,BARAMATI,14_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,1,Daughter Supriya Sule is a Lok Sabha MP
2009,15,,SHARAD PAWAR,NCP,M,UC,"Consumer Affairs, Food and Public Distribution",CM,23-05-2009,19-01-2011,Lok Sabha,MADHA,15_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_940.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,start_of_term,mid_term,1,Daughter Supriya Sule is a Lok Sabha MP
2009,15,,SHARAD PAWAR,NCP,M,UC,Agriculture,CM,23-05-2009,26-05-2014,Lok Sabha,MADHA,15_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_940.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term,1,Daughter Supriya Sule is a Lok Sabha MP
2009,15,,SHARAD PAWAR,NCP,M,UC,Food Processing Industries,CM,19-01-2011,26-05-2014,Lok Sabha,MADHA,15_Maharashtra_43_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,1,Daughter Supriya Sule is a Lok Sabha MP
2009,15,20,SHASHI THAROOR,INC,M,UC,External Affairs,MoS,28-05-2009,18-04-2010,Lok Sabha,THIRUVANANTHAPURAM,15_Kerala_20_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_927.pdf,,mid_term,mid_term,0,"He was a top official in United Nations secratariat, and was backed by India when he contested for the post of the UN Secretary General. Known Indian literary figure in English. Joined INC during last Lok Sabha polls."
2009,15,20,SHASHI THAROOR,INC,M,UC,Human Resource Development,MoS,28-10-2012,26-05-2014,Lok Sabha,THIRUVANANTHAPURAM,15_Kerala_20_0_1,Kerala,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"He was a top official in United Nations secratariat, and was backed by India when he contested for the post of the UN Secretary General. Known Indian literary figure in English. Joined INC during last Lok Sabha polls."
1999,13,,SHATRUGAN SINHA,BJP,M,,Health and Family Welfare,CM,01-07-2002,29-01-2003,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,1,Wife Poonam Sinha is a member of SP
1999,13,,SHATRUGAN SINHA,BJP,M,,Shipping,CM,29-01-2003,22-05-2004,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,1,Wife Poonam Sinha is a member of SP
1991,10,,SHEILA KAUL,INC,F,,Urban Development,CM,21-06-1991,03-05-1995,Lok Sabha,RAE BARELI,10_Uttar_Pradesh_23_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1581.pdf,,start_of_term,mid_term,1,Daughter Deepa Kaul was a cabinet minister of Uttar Pradesh
1991,10,,SHEILA KAUL,INC,F,,Urban Affairs and Development,CM,03-05-1995,10-09-1995,Lok Sabha,RAE BARELI,10_Uttar_Pradesh_23_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1581.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1587.pdf,,mid_term,mid_term,1,Daughter Deepa Kaul was a cabinet minister of Uttar Pradesh
2004,14,2,SHIBU SOREN,JMM,M,ST,Coal and Mines,CM,22-05-2004,24-07-2004,Lok Sabha,DUMKA,14_Jharkhand_2_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1474.pdf,,start_of_term,mid_term,1,"A popular tribal leader, Soren went on to become a founding member of the Jharkhand Mukti Morcha which succesfully campaigned for a separate Jharkhand state. His reputation as a corrupt politician who is directly invovled in criminal cases has had no bearing on his fluctuating political fortunes. Soren was a Union Minister and a Chief Minister and spent time in jail. To his supporters, he is known as Dishom Guru or  great leader. Soren was accused of taking money to support Narasimha Rao on the eve of a crucial trust vote. He was given a sum of approximately Rs 30 lakhs to ensure that Rao remained PM. He took the money from the Congress managers and went straight to the Punjab National Bank where he opened an account and deposited the money. He invested in property too, but again in his own name. His failure to cover up the money trail led to the accusations in the Narasimha Rao incident."
2004,14,2,SHIBU SOREN,JMM,M,ST,Coal,CM,29-01-2006,29-11-2006,Lok Sabha,DUMKA,14_Jharkhand_2_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1484.pdf,,mid_term,mid_term,1,"A popular tribal leader, Soren went on to become a founding member of the Jharkhand Mukti Morcha which succesfully campaigned for a separate Jharkhand state. His reputation as a corrupt politician who is directly invovled in criminal cases has had no bearing on his fluctuating political fortunes. Soren was a Union Minister and a Chief Minister and spent time in jail. To his supporters, he is known as Dishom Guru or  great leader. Soren was accused of taking money to support Narasimha Rao on the eve of a crucial trust vote. He was given a sum of approximately Rs 30 lakhs to ensure that Rao remained PM. He took the money from the Congress managers and went straight to the Punjab National Bank where he opened an account and deposited the money. He invested in property too, but again in his own name. His failure to cover up the money trail led to the accusations in the Narasimha Rao incident."
2004,14,2,SHIBU SOREN,JMM,M,ST,Coal,CM,27-11-2004,02-03-2005,Lok Sabha,DUMKA,14_Jharkhand_2_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1456.pdf,,mid_term,mid_term,1,"A popular tribal leader, Soren went on to become a founding member of the Jharkhand Mukti Morcha which succesfully campaigned for a separate Jharkhand state. His reputation as a corrupt politician who is directly invovled in criminal cases has had no bearing on his fluctuating political fortunes. Soren was a Union Minister and a Chief Minister and spent time in jail. To his supporters, he is known as Dishom Guru or  great leader. Soren was accused of taking money to support Narasimha Rao on the eve of a crucial trust vote. He was given a sum of approximately Rs 30 lakhs to ensure that Rao remained PM. He took the money from the Congress managers and went straight to the Punjab National Bank where he opened an account and deposited the money. He invested in property too, but again in his own name. His failure to cover up the money trail led to the accusations in the Narasimha Rao incident."
2014,16,,SHIV PRATAP SHUKLA,BJP,M,,Finance,MoS,03-09-2017,30-05-2019,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2004,14,,SHIVRAJ PATIL,INC,M,,Home Affairs,CM,22-05-2004,30-11-2008,Rajya Sabha,NA,NA,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1490.pdf,,start_of_term,mid_term,0,
2014,16,1,SHRIPAD YESSO NAIK,BJP,M,OBC,AAYUSH,MoS(IC),09-11-2014,30-05-2019,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,He was an RSS member who made the entry into politics through the BJP.
2014,16,1,SHRIPAD YESSO NAIK,BJP,M,OBC,Culture,MoS(IC),27-05-2014,09-11-2014,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
2014,16,1,SHRIPAD YESSO NAIK,BJP,M,OBC,Health and Family Welfare,MoS,09-11-2014,05-07-2016,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIPAD YESSO NAIK,BJP,M,OBC,Agriculture,MoS,30-09-2000,02-11-2001,Lok Sabha,PANAJI,13_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1695.pdf,,mid_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIPAD YESSO NAIK,BJP,M,OBC,Shipping,MoS,02-11-2001,14-05-2002,Lok Sabha,PANAJI,13_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1695.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1700.pdf,,mid_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIPAD YESSO NAIK,BJP,M,OBC,Civil Aviation,MoS,01-07-2002,24-05-2003,Lok Sabha,PANAJI,13_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,,mid_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIPAD YESSO NAIK,BJP,M,OBC,Road Transport and Highways,MoS,24-05-2003,08-09-2003,Lok Sabha,PANAJI,13_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1723.pdf,,mid_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIPAD YESSO NAIK,BJP,M,OBC,Finance,MoS,08-09-2003,22-05-2004,Lok Sabha,PANAJI,13_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1723.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,He was an RSS member who made the entry into politics through the BJP.
2014,16,1,SHRIPAD YESSO NAIK,BJP,M,OBC,Tourism,MoS(IC),27-05-2014,09-11-2014,Lok Sabha,NORTH GOA,16_Goa_1_0_1,Goa,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term,0,He was an RSS member who made the entry into politics through the BJP.
1999,13,,SHRIRAM CHAUHAN,BJP,M,,Parliamentary Affairs,MoS,13-10-1999,22-11-1999,Lok Sabha,BASTI,13_Uttar_Pradesh_34_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,,start_of_term,mid_term,0,
1999,13,,SHRIRAM CHAUHAN,BJP,M,,Consumer Affairs and Public Distribution,MoS,22-11-1999,01-09-2001,Lok Sabha,BASTI,13_Uttar_Pradesh_34_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1689.pdf,,mid_term,mid_term,0,
1996,11,,SIKANDAR BHAKT,BJP,M,,Urban Affairs and Employment,CM,16-05-1996,01-06-1996,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,0,
1996,11,,SIKANDAR BHAKT,BJP,M,,External Affairs,CM,21-05-1996,01-06-1996,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1609.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,0,
1998,12,,SIKANDER BAKHT,BJP,M,,Industry,CM,19-03-1998,13-10-1999,Rajya Sabha,NA,NA ,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term,0,
1996,11,,SIS RAM OLA,AIIC(T),M,,Chemicals and Fertilizers,MoS(IC),29-06-1996,21-04-1997,Lok Sabha,JHUNJHUNU,11_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,
1996,11,,SIS RAM OLA,AIIC(T),M,,Chemicals and Fertilizers,MoS(IC),21-04-1997,09-06-1997,Lok Sabha,JHUNJHUNU,11_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,,mid_term,mid_term,0,
1996,11,,SIS RAM OLA,AIIC(T),M,,Water Resources,MoS(IC),09-06-1997,19-03-1998,Lok Sabha,JHUNJHUNU,11_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
2009,15,,SIS RAM OLA,INC,M,,Labour and Employment,CM,17-06-2013,15-12-2013,Lok Sabha,JHUNJHUNU,15_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_866.pdf,,mid_term,mid_term,0,
2004,14,,SIS RAM OLA,INC,M,,Labour and Employment,CM,22-05-2004,27-11-2004,Lok Sabha,JHUNJHUNU,14_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,,start_of_term,mid_term,0,
2004,14,,SIS RAM OLA,INC,M,,Mines,CM,27-11-2004,22-05-2009,Lok Sabha,JHUNJHUNU,14_Rajasthan_4_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2009,15,31,SISIR ADHIKARI,AITC,M,UC,Rural Development,MoS,28-05-2009,22-09-2012,Lok Sabha,KANTHI,15_West_Bengal_31_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,,mid_term,mid_term,1,"Son Suvendu Adhikari is a former minister of Transport, Irrigation and Water in West Bengal"
1991,10,,SITARAM KESRI,INC,M,,Welfare,CM,21-06-1991,16-05-1996,Rajya Sabha,NA,NA ,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,start_of_term,end_of_term,0,
2014,16,,SMRITI ZUBIN IRANI,BJP,F,,Human Resource Development,CM,27-05-2014,05-07-2016,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,start_of_term,mid_term,0,
2014,16,,SMRITI ZUBIN IRANI,BJP,F,,Information and Broadcasting,CM,18-07-2017,14-05-2018,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1250.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1420.pdf,,mid_term,mid_term,0,
2014,16,,SMRITI ZUBIN IRANI,BJP,F,,Textiles,CM,05-07-2016,30-05-2019,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
1998,12,,SOMPAL SHASTRI,BJP,M,,Agriculture,CM,19-03-1998,13-10-1999,Lok Sabha,BAGHPAT,12_Uttar_Pradesh_81_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term,0,
1998,12,,SOMPAL SHASTRI,BJP,M,,Water Resources,MoS,03-02-1999,13-10-1999,Lok Sabha,BAGHPAT,12_Uttar_Pradesh_81_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1648.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,mid_term,end_of_term,0,
2009,15,6,SRIKANT KUMAR JENA,INC,M,SEBC,Chemicals and Fertilizers,MoS,28-05-2009,21-03-2013,Lok Sabha,BALASORE,15_Odisha_6_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_870.pdf,,mid_term,mid_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
2009,15,6,SRIKANT KUMAR JENA,INC,M,SEBC,Statistics and Programme Implementation,MoS(IC),12-07-2011,26-05-2014,Lok Sabha,BALASORE,15_Odisha_6_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
2009,15,6,SRIKANT KUMAR JENA,INC,M,SEBC,Chemicals and Fertilizers,MoS(IC),21-03-2013,26-05-2014,Lok Sabha,BALASORE,15_Odisha_6_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_870.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
1996,11,,SRIKANTA KUMAR JENA,JD,M,SEBC,Parliamentary Affairs,CM,29-06-1996,21-04-1997,Lok Sabha,KENDRAPARA,11_Odisha_5_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
1996,11,,SRIKANTA KUMAR JENA,JD,M,SEBC,Tourism,CM,29-06-1996,21-04-1997,Lok Sabha,KENDRAPARA,11_Odisha_5_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
1996,11,,SRIKANTA KUMAR JENA,JD,M,SEBC,Tourism,CM,21-04-1997,19-03-1998,Lok Sabha,KENDRAPARA,11_Odisha_5_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,"Grassroots politician & third time Union Minister. He was active as a student leader in 1975 in Cuttack. He was imprisoned during the Emergency, and emerged as a powerful youth leader after that. Was made President of the Yuva Janta in Orissa and subsequently elected to the Orissa Assembly."
